emotion,ID,task,decision maker,HitL mc,MC Human OR,mc error,reading check error,fairness,fairness_OR,happy,joyful,proud,disappointed,angry,frustrated,emotion_OR,trust,trust_OR,programming exp,age,gender,education,ethnicity,algorithm definition
3.5,R_29uB4mhxRU2S79M,4,1,1.0,0,0.0,0.0,5.0,AI can detect human tone changes in details ,3,3,3,4,4,4,It decreases the bias towards him. He could make good friend with a person who would evaluate him but he wouldn't be able to persuade the algorithm externally,5.0,AI can detect small changes,2.0,25.0,1.0,5.0,4.0,mathematical program
4.5,R_2s0UDaDT3orjmXr,2,1,1.0,0,0.0,0.0,6.0,"There is no human involvement, therefore there is no room for bias.",4,4,4,3,3,3,I do not see why he would be angry with something that is objective.,6.0,I would trust an algorithm more than a person to decide my schedule.,2.0,26.0,1.0,5.0,1.0,Algorithms are basic math that assigns value.
5.5,R_1kY6in8hFyKRKyv,3,5,5.0,0,0.0,0.0,6.0,The fact that he takes the time to read the resumes and picks the top candidates is a fair thing to everyone. ,6,5,6,3,2,3,He should be happy that the manages is being fair; he has a good chance. ,6.0,He is making a fair selection. ,2.0,24.0,1.0,5.0,3.0,0
5.833333333333333,R_2Pi2M0kEpZ3x1FG,3,2,3.0,The manager selected the top candidates from those the algorithm determined,0.0,0.0,7.0,It was based on an algorithm so there's no human error or bias,6,5,4,1,1,2,He should feel good know he is one of the top,6.0,The algorithm is doing most of the work so there's little room for error,3.0,31.0,2.0,4.0,1.0,A set of computer rules that can determine things
5.333333333333333,R_A67dOCTg4L4Bs2J,1,2,3.0,The manager made decisions based on the information that he was given by the algorithm's results.,0.0,0.0,6.0,The algorithm is objective and as fair as fair can get.,4,4,5,2,2,1,"He was chosen based on statistics... nothing else, so he shouldn't feel bad about doing it",5.0,I believe that he would read the algorithm's results and assign people accordingly,2.0,22.0,1.0,5.0,2.0,Statistical measures that help explain certain instances
3.8333333333333335,R_1hYKzGn7wpHbpWU,1,3,3.0,The manager looks at the algorithm and assigns tasks to the maintenance worker. ,0.0,0.0,6.0,"It isn't his job to monitor the maintenance needed, but he performs the maintenance.",3,2,3,3,3,3,I think he would mostly feel neutral. It is his job to check the machines.,6.0,"It is programmed to analyze things, and it will likely do it well. ",1.0,29.0,1.0,6.0,1.0,"Basically, computer programs that are designed to perform a specific task. "
4.5,R_vU1sw3klWLZi2op,3,3,1.0,The algorithm makes the final decision,1.0,0.0,5.0,I seems like a fair method to pick a person,5,5,5,2,5,5,Chris would feel fairly treated on the decision,6.0,The system seems to work well and is fair to all candidates,2.0,39.0,1.0,4.0,1.0,A computer system to generate the best candidates
2.5,R_XRje1YaIpteYoKJ,4,1,1.0,0,0.0,0.0,3.0,computers can't account for a persons tone of voice,2,2,4,5,6,6,Chris would be frustrated because a computer is judging his performance concerning human interaction,2.0,"again, computers cannot judge the nuances of human emotion",1.0,34.0,1.0,5.0,4.0,computer models that combine statistics and data to make a decision
5.166666666666667,R_24rpmEAm58KcvNT,1,3,3.0,The algorithm assigns tasks. The manager monitors and adjusts the algorithm.,0.0,0.0,5.0,The manager is able to manipulate the algorithm so it is not entirely fair to Chris.,5,5,6,2,3,4,Chris is happy to do his job.,5.0,I don't know if Chris' manager is good at his job or fair.,2.0,32.0,2.0,3.0,1.0,It is a predetermined set of actions to be performed.
3.3333333333333335,R_3RrQaNoElKijRu6,2,4,3.0,Being able to come up with good work times for employees ,0.0,0.0,3.0,I dont see how the algorithm justifies Chris working in the mornings.,4,2,2,5,2,5,Maybe Chris doesn't want to work only mornings and is upset at having to wake up early etc.,3.0,I dont see a reason for algorithm in terms of good quality employee scheduling. ,1.0,60.0,1.0,2.0,1.0,Putting in certain stats or numbers to come up with a average or bases for future things
5.0,R_2AHl1cbYaXmI59v,1,2,3.0,"The algorithm analyzed the breakdown rate of the components and gave results to the manager, who assigns employees to check up on and fix components accordingly.",0.0,0.0,6.0,The algorithm has no invested interest or personal bias and it doesn't seem like the manager has any other motivation to assign the task to Chris.,4,4,4,2,2,2,"I think that Chris would be okay with the assignment, as it doesn't seem particularly out of the ordinary or terrible.",6.0,"I think the manager, without knowing too much about him, would have the best interest of his employees and the business at heart.",2.0,27.0,2.0,5.0,6.0,A specific formula or process that analyzes a given task or set.
3.5,R_3EmcP7ln94JNzUn,4,2,3.0,The algorithm was used by the manager to analyze the workers.,0.0,0.0,5.0,The algorithm must be producing positive results for the center so it works.,4,4,4,5,5,5,He probably doesn't want to adhere to the algorithm.,6.0,It is an algorithm the center put into place so it must be trustworthy.,2.0,24.0,2.0,3.0,4.0,"Algorithms are a set of rules to do something, in this case analyzing performance."
4.0,R_2UaXEyyjJZ7WExz,4,4,1.0,human ,1.0,0.0,6.0,the fair of theme ,6,5,6,6,5,6,i feel lot,6.0,i have the thought ,3.0,32.0,2.0,5.0,5.0,my mind 
3.6666666666666665,R_1QuPvR4Uz8s32Mm,3,2,3.0,the algorithm selects the top candidates and the manager interviews the candidates,0.0,0.0,5.0,the algorithm is designed to weed out the bes clients. Its not the best and most accurate method but managers do not always have time to comb through hundreds of resumes,4,3,4,4,3,6,it's frustrating to know that the manager did not actually select him personally,4.0,the algorithm is set to select ony the best candidates for the position based on the information exported from the resumes,2.0,30.0,1.0,3.0,4.0,program that is able to sort data based on your requirements
4.5,R_yRdHNqOd2Syvbjz,2,2,3.0,"the algorithm looks at availability and need then chooses who should come in, The human looks at the recommendations and makes the final call.",0.0,0.0,6.0,The algorithm keeps people from coming in when there is no work for them,4,4,4,3,2,4,I think he would understand why his schedule was the way it was.,5.0,"The manager knows what he is doing, he mixes his knowledge with the algorithm to make the correct choice.",1.0,33.0,2.0,3.0,1.0,A set of rules 
5.0,R_VJOgX5C80Gmmv9T,3,5,5.0,0,0.0,0.0,7.0,How else would you do it? I think it is fair for the manager to analyze the online information.,4,4,4,2,1,3,The statement does not indicate whether or not Chris was selected for an onsite interview. ,5.0,It is hard to make a decision with that many applicants. ,1.0,53.0,2.0,5.0,1.0,0
3.3333333333333335,R_2yl47TRawy8KRCs,1,5,5.0,0,0.0,0.0,6.0,"It's the manager's job to delegate work to the employees and Chris is an employee of the factory, so he should be just as responsible for maintenance as the other employees",3,3,4,5,4,5,"Chris probably wouldn't be overjoyed over having to maintain the component in addition to his other duties, but wouild most likely understand that he has to pull his weight. ",5.0,"He is making sure the factory is running smoothly by ensuring all the machinery is up and running properly and therefore, ensuring all of their jobs. ",1.0,48.0,1.0,3.0,1.0,0
3.1666666666666665,R_2PCozBBP2LUn7a0,4,3,3.0,the algorithm captures the tones and the manager evaluates them,0.0,0.0,7.0,it is very methodical and objective,4,2,2,2,5,6,he might not feel that the computer can fairly assess his quality,6.0,i believe computers' objectivity allows them to make decisions without using emotions,2.0,42.0,2.0,6.0,4.0,computer codes to capture tones
4.666666666666667,R_3sblojMwBb4nx8V,2,2,3.0,The algorithm performed the analysis and the manager used that result to make the schedule.,0.0,0.0,6.0,So long as Chris's stated availability is taken into account then the analysis should be perfectly fair.,4,4,2,2,2,2,If this schedule suits Chris and what his stated availability then he shouldn't have any problem with it.,5.0,If one of the variables is employee availability then that seems a trustworthy method.,1.0,55.0,2.0,7.0,1.0,Number crunching.
4.0,R_DTxqEJTdnfVSwHD,3,1,1.0,0,0.0,0.0,5.0,"IT SELECTS TOP APPLICANTS BASED ON RESUMES AND PERSONAL STATEMENTS. SO, IT IS PRETTY ACCURATE.",4,4,4,4,4,4,HE MIGHT THINK IT IS FAIR BUT HAVE DOUBTS SINCE BECAUSE IT IS NOT AN ACTUAL PERSON MAKING THE DECISION.,5.0,I THINK IT IS A ACCURATE SELECTION SYSTEM,1.0,43.0,1.0,3.0,2.0,COMPUTERS COMING UP WITH STATISTICS ABOUT FACTS.
5.833333333333333,R_27lCCKL3epFl3IK,4,5,5.0,0,0.0,0.0,6.0,The manager uses recordings of his work calls to evaluate him.,6,5,6,2,2,2,The evaluation is based on the job performance and seems fair.,6.0,The manager would have training in what ot look for in the evaluation.,1.0,48.0,1.0,6.0,1.0,0
5.166666666666667,R_1Ihe1m6PGTo5E8C,1,5,5.0,0,0.0,0.0,6.0,it is part of the manager's job to assign workers to monitor and maintain factory equipment,4,4,5,2,2,2,I would be proud that the manager trusted me with this important task,6.0,the maintenance of equipment seems to be a major focus of his job,1.0,33.0,2.0,6.0,1.0,0
5.666666666666667,R_0fupqEQMfpp65pL,2,5,5.0,0,0.0,0.0,6.0,It seems like the shift was chosen given on when he was free to work,6,4,4,2,1,1,it seems like a good fit for him so he would be okay with it,5.0,hard to know what he knows and is working with. ,2.0,36.0,2.0,4.0,3.0,0
2.5,R_2xDzXLw3Kjm2Nf2,4,3,3.0,The manager uses the algorithm to evaluate the employee's performance.,0.0,0.0,5.0,The algorithm evaluates his performance.,1,1,6,7,6,4,He may feel that the algorithm is inaccurate.,2.0,It's difficult to evaluate the employee.,2.0,28.0,2.0,5.0,1.0,A precisely defined process
1.5,R_3MbeiiZZmdQ8Hnt,4,2,3.0,"The algorithm conduct an analysis of call recordings, the manager reviews the report generated by the algorithm to make a final evaluation of the call center employees performance.",0.0,0.0,1.0,The manager should listen to call recordings directly without relying on the algorithmic interpretation of a computer generated report,1,1,1,7,4,7,"No one wants a robot telling them how to do their job. If you humans want to remain in control, they must rely less on software and more on their own reasoning and rationality",1.0,"An algorithm is going to have type I and type II errors, I would rather take evaluation of a seasoned human who has experience and training",2.0,32.0,2.0,4.0,4.0,"Algorithms are both static and dynamic formulated processes that are increasing relying on neural networks, Stochastic statistics, and machine learning theory to generate artificially intelligent synthetic reasoning, interpretation, and analysis of human behavior for both predicting outcomes and manipulating behavior according to preprogrammed objectives. "
7.0,R_Rb5wspb4ftY5kdz,1,5,5.0,0,0.0,0.0,7.0,The manager expects his employees to check and update certain components for the company. Chris is an employee and it is expected of him so it is very fair.,7,7,7,1,1,1,Chris should feel happy and proud that his manager felt he was competent to complete this special job. His manager obviously sees Chris in a positive way.,7.0,He makes good quality decisions because he picks those that works with the machinery the closest and would be the ones to notice when there needed to be work.,1.0,32.0,2.0,3.0,1.0,0
4.333333333333333,R_1IRTakQUR7C5N0B,4,5,5.0,0,0.0,0.0,7.0,It's fair to evaluate his performance to ensure quality customer service.,3,2,5,4,2,2,Chris may be a good employee but still not like the feeling of being evaluated. ,6.0,I trust that the managers are fair and unbiased when evaluating employees performance. ,1.0,32.0,1.0,3.0,1.0,0
3.0,R_2uBjAPOPLuyPbgZ,1,1,1.0,0,0.0,0.0,3.0,Algorithms cannot account for all gray areas.,3,3,3,5,5,5,Being judged without human sensitivity is a scary thing.,4.0,"I am sure that there is valid data derived from the algorithm, although there are probably inaccuracies as well.",2.0,29.0,1.0,5.0,1.0,An algorithm is function or equation with determined variables and constants that can be used to assess and predict future data.
4.0,R_3QM3diE9IcPGEiF,4,3,3.0,The manager used an algorithm to monitor performance.,0.0,0.0,2.0,"It does not take into account a human, emotive, social element to work performance.  The human element is important in such a job.",4,4,4,4,4,4,"I have no idea how Chris would feel.  I don't know Chris, and I am not him.  I could remark on how I would feel.",1.0,"A computer is not able to evaluate human to human behavior because such behavior has ethical, psychological, and phenomenological implications and norms.  How can artificial intelligence evaluate morality and social ethics?",1.0,39.0,2.0,6.0,1.0,basically an equation/system to measure something.
4.5,R_22Mrt2qKZH0JfWA,2,3,3.0,The algorithm analyses the information to make the scheduling decisions but it is monitored and can be adjusted by the manager.,0.0,0.0,6.0,The algorithm is monitored by a real person and can be adjusted so I feel this makes it a human decision and is fair.,4,4,4,3,3,3,"I don't think Chris would feel anything in particular, nothing more then any employee might feel.",5.0,Since it is being monitored I feel the algorithm is likely fair or it wouldn't be used.,1.0,50.0,2.0,2.0,1.0,A set of rules to determine actions by.
3.6666666666666665,R_1liwOlXOyAp4QJp,3,5,5.0,0,0.0,0.0,7.0,"It is fair because the manager knows the qualifications of the job and is able to find people that suit that description, including Chris'. Chris as the same chance as all others for the job, thus it is fair.",4,4,4,5,4,5,He would feel neutral about most of these emotions because they are neither biased towards or against Chris. He may feel frustrated and disappointed because the process is long and tiring.,6.0,"The manager is forced to be unbiased when looking at resumes of people he doesn't know. He needs to be objective, therefore, I think he would be very trsutworthy with people he does not know.",1.0,26.0,1.0,5.0,3.0,0
3.0,R_2scMkIRi4q9Aj6B,3,1,1.0,0,0.0,0.0,2.0,Algorithms can be exploited. I feel the lack of human element in selecting a candidate for employment is crucial,3,3,3,5,5,5,Chris would see his application is being screen by a code as opposed to the employer itself as a bit cold. ,3.0,"Since code and formula is man made, there can be a possibe exploit that someone under qualified can be taken over someoone qualified",2.0,32.0,2.0,5.0,3.0,Algorithms are series of conditions met through a criteria set by the maker to derive a result or response for the end user
5.5,R_DNtlzYbzYHdwJrz,4,3,3.0,The algorithm was monitoring the worker's performance and the manager was responsible for adjusting and fine-tuning the algorithm.,0.0,0.0,6.0,"I would say that it is fair because the manager is responsible for fine tuning the algorithm, which would be a reflection of how the manager would evaluate.",5,5,5,2,2,2,"I think he would be okay with the algorithm. The manager is involved in adjusting it, so it is essentially an automated way of giving an evaluation. ",5.0,"I gave this answer because I do believe that it can be trustworthy, depending on the integrity of the manager. I would say that I would expect the manager to be fair.",2.0,31.0,2.0,6.0,2.0,Algorithms are sets of processes that are designed to perform a particular task or tasks in a consistent manner.
5.666666666666667,R_1DzZF0lJVToGlTC,1,1,1.0,0,0.0,0.0,4.0,I'm not sure there is a question of fairness when a program is just creating a list for a mechanic to check.  ,5,4,4,1,1,1,There's no reason Chris should feel negatively about a computer program that is helping him be more effective in his job.  That to me seems similar to an administrative assistant being upset with spell check.,5.0,"Computer programs make mistakes, so they should always be used with the expectation that you need to double check.",1.0,33.0,1.0,3.0,1.0,Programs that take data from multiple sources and organize it into what you need.
3.1666666666666665,R_3hGSigX08bEJq6u,3,3,3.0,The algorithm selected top applicants by analyzing resumes and statements and the manager oversaw and adjusted the algorithm.,0.0,0.0,3.0,The manager by himself might pick Chris when the algorithm wouldn't.,2,3,3,5,3,5,He might feel like there's nothing he can do to influence the hiring process.,5.0,I trust the algorithm to pick qualified applicants but I don't think it could make good character judgements.,2.0,22.0,1.0,3.0,1.0,A program with a set way of going through data.
4.0,R_1hMd5E0V0yw1PQL,2,2,3.0,Manager used the algorithm to decide when and whom to schedule work shifts.,0.0,0.0,4.0,It could be during a period where it is not busy or a period of time when it is the busiest.  ,4,4,4,4,4,4,"Again, Chris may prefer to work when it's less busy or prefer to work when the shop is at its busiest",4.0,Manager is assigning staff to improve service,2.0,34.0,2.0,5.0,4.0,Set of rules computers/programs follow.
4.333333333333333,R_1myL5SO6zVV5MON,1,1,1.0,0,0.0,0.0,6.0,There would be nothing inherently unfair about Chris being assigned to check a component. ,4,3,4,2,3,4,I think Chris would generally remain neutral about the assignment unless he was having a bad day. ,4.0,My trust would depend on who came up with the algorithm. ,1.0,29.0,1.0,5.0,2.0,Programs that analyze data and try to develop advice or output based on the data averages. 
4.5,R_Pwh1xGAX18T45Sp,2,3,3.0,"The manager monitored the algorithm, which scheduled the employees for their shifts.",0.0,0.0,6.0,"Computers are just machines following rules that they are told to. It's unbiased, and it's a good way to make the decisions.",4,4,2,1,3,3,"I don't think he would be too happy, but I don't think that he would be really angry about it, either.",5.0,"The algorithm is probably pretty good, but with most computer programs it more than likely has room for improvement.",2.0,34.0,1.0,5.0,1.0,They're a computer program that uses a set of rules to make decisions.
3.6666666666666665,R_10vgl53quSWVCji,2,4,3.0,The manage analyzes the employee and the algorithm analyzed the number of customers and it chooses the best time for an employee to work. ,0.0,0.0,5.0,"It's fair because it's the best time for him to work. Also, a little unfair because he might not want to work mornings.",3,2,1,1,2,5,He would be frustrated because he has to change shifts and start working at a different time.,6.0,The algorithm has no bias or emotion so it chooses the best outcome.,2.0,22.0,2.0,2.0,1.0,Compute based calculations.
4.333333333333333,R_qRvYQZwQ01rQlW1,1,2,3.0,The manager determine what Chris should work on based off of the algorithm. His decision was based off of the algorithm so they worked hand in hand.,0.0,0.0,7.0,Chris must obey his manager. His manager determined what Chris should do based off the algorithm so Chris is obligated to do what he is told.,4,3,4,3,2,4,Chris would feel that he is being bossed around but feels obligated to follow instructions.,6.0,Assuming that the algorithm is based on the correct data I would put a lot of trust in it.,1.0,35.0,2.0,5.0,1.0,They are sets of information that are plugged into a formula to determine things.
3.3333333333333335,R_NUvAgsVqMkUB6i5,4,4,3.0,"The manager uses the call recordings, and the algorithm looks at customer comments. The algorithm then makes a final decision based on both of those factors.",0.0,0.0,5.0,"The manager is there to give a human analysis of his past call recordings, in case the algorithm gives an inaccurate decision.",3,4,3,4,5,5,"I think he would feel that the algorithm could make an inaccurate decision, and the manager don't have enough influence to fix that.",3.0,I think there are too many small details and nuances to customer comments and call recordings for an algorithm to make an accurate decision.,3.0,31.0,1.0,5.0,4.0,Something that comes to a decision based on logic and procedures that are predetermined.
3.5,R_SV8an8rmKin6FSp,2,1,1.0,0,0.0,0.0,6.0,"It's an algorithm, it doesn't make biased judgments so it's fair that it scheduled him that way.",2,2,1,4,2,2,"It's unclear if Chris wants to work mornings or not, so I don't think he'd really feel any of these things strongly.",6.0,"It likely does a better job than a person could, people usually forget when you are available and schedule you at times you aren't able to work.",1.0,34.0,1.0,5.0,1.0,"Algorithms are programmed to make decisions. It's basically a formula that tries to make the best decision based on the information it has, typically it's computerized."
5.666666666666667,R_3iIqEUB64xdgd5o,3,1,1.0,0,0.0,0.0,5.0,It is fair because they are looking for certain criteria and Chris fits that.,5,5,6,4,1,1,I believe chris would be happy and elated that he gets an interview,6.0,Trust is something that is imperative.,2.0,30.0,2.0,5.0,1.0,Algorithm is a formula that is used to calculate certain data points.
4.333333333333333,R_2TT2EUOf0eXjXSs,2,2,3.0,The manager scheduled his employee based on the results of the algorithm.  The algorithm results gave suggestions as to who and when people should be scheduled.,0.0,0.0,5.0,I think it is somewhat fair to schedule a worker when work is available.  Medical staff is often staffed according to peak times.,4,4,4,4,3,3,"Depending on Chris's expectations for scheduling, his reactions would be effected.   Assuming he knows this is how it's done, he shouldn't be too upset.",4.0,"Because it is a standardized method, I have some trust in the manager.",1.0,39.0,1.0,5.0,1.0,Computer calculations based on data.
3.0,R_115f7zeP9k3vcvt,3,4,3.0,The information is input into the machine and the machine assesses the candidates and that output is again assessed by the manager.,0.0,0.0,6.0,It would seem that the machine selects factors and makes judgment calls on those qualifiers only. The machine doesn't mindlessly not select someone.,2,2,4,5,4,5,"Without knowing Chris, I assume that he would definitely be disappointed but doubt if he would blame a machine for not being considered.",5.0,"Machines are only as good as the information that is input.  If certain characteristics are wanted in an applicant, the machine selects those who have the characteristics.",2.0,67.0,1.0,5.0,1.0,"Formulas. As in if x is equivalent to either and/or all of A,B,C, then x is to be selected/not selected."
7.0,R_2TAWrGycNpuIjKm,3,5,5.0,0,0.0,0.0,6.0,Well that's a fair way to pick your interviewees,7,7,7,1,1,1,Well he can't be upset. He got a fair deal,6.0,Well it seems like the manager is a fair guy which means he should be trustworthy as well.,3.0,29.0,2.0,4.0,1.0,0
3.0,R_2cvkl03826M1GlA,4,2,3.0,The manager would review what the altorithm told him about the employee chris. ,0.0,0.0,3.0,I feel like the algorithm is good for somethings but the program might miss something important and human about the employees performance. ,3,3,2,5,3,6,He would feel like he has no control over the outcome and that most of his fate is in the hands of a computer program. ,5.0,The manager is the manager for a reason I hope he makes good decisions. ,2.0,32.0,2.0,3.0,1.0,They are computer programs that processes and anylizes aspects of human interest. 
4.5,R_3MN0YpkqySh0Q7m,1,3,3.0,The manager would oversee the algorthm,0.0,0.0,6.0,The human will oversee the process,5,4,3,3,2,4,chris might feel like he is not valued and being replaced by a machine,5.0,Algorithms are constantly upgrading themselves,1.0,43.0,1.0,6.0,1.0,There computer input objective input flow processes
5.5,R_qyIRjlHl5svTa6Z,1,4,1.0,the manager and the algorithm work together actually to figure out the role of someone in the history it shows back who is right for what,1.0,0.0,7.0,based on the algorithm he is the perfect candidate to do it,6,1,5,1,1,1,although it lacks enough information to possibly say but i would think he would be in a state of happiness to do this,5.0,i don't really know i trust the outcome honestly but i guess i could give it moderate  trust. to me at the end it could be all wrong as well.,1.0,35.0,1.0,1.0,5.0,a way of seeing maybe someones brain waves of knowledge to point you in the direction they need to be in
2.6666666666666665,R_1InpczyR2kE7MHj,3,1,1.0,0,0.0,0.0,5.0,"I think the algorithm will not have the same amount of bias as a human reviewer, but it will likely have a degree of bias from the programmer.",4,2,3,6,6,5,"I think Chris will distrust the algorithm and feel it's too impersonal, that he's up against a system that has no way of creating exceptions to the rule.",4.0,I believe the algorithm will find the candidates who meet the job specs in theory...though it might not be best for the department in actuality,2.0,31.0,1.0,4.0,2.0,Mathematical functions that analyze data and produce a result.
7.0,R_2q9FVNJ1Q38P9Cg,3,5,5.0,0,0.0,0.0,7.0,Why wouldn't you select top applicants?,7,7,7,1,1,1,"If Chris is a top applicant and his resume was chosen, he should be very pleased.",5.0,"I mean, I assume he knows what he's doing.",1.0,29.0,1.0,4.0,1.0,0
1.0,R_2VOav196u3FWV6n,3,4,3.0,Algorithm reviews resumes while manager reviews personal statements.,0.0,0.0,4.0,I would need to see how the algorithm works.,1,1,1,7,7,7,The average person would feel less safe if the application process is not fully handled by a human.,4.0,As I said before I would need to see how the algorithm works.,4.0,30.0,1.0,7.0,1.0,Algorithms are sets of computer code designed to carry out an analysis-based task whose end result is not known.
2.8333333333333335,R_qDa5ER59QDEutMd,4,4,3.0,provide employee evaluation with input from both the manager and the algorithm,0.0,0.0,3.0,"somewhat unfair to be evaluated by an unfeeling entity, especially if you don't know what the algorithm is based on",2,2,4,4,5,6,probably relies more on the results than the methods,3.0,would have to know a little more about the basis of the algorithm and the weight of each,2.0,43.0,2.0,4.0,1.0,algorithms are evaluations based on computer data
5.5,R_ufUQJt7YnSN1Y1r,2,2,3.0,The manager used the algorithm to schedule his employee.,0.0,0.0,6.0,I think this a fair way to schedule since it doesn't make sense to have him come in when not needed.,6,5,5,2,2,3,I think he would want to come in when it is busy so that the day goes by faster and he is being productive.,6.0,I think having the data to back up the scheduling proves that it works.,1.0,44.0,1.0,2.0,1.0,A solution to a question based on the data that is given.
5.5,R_cT4ONGCQ4CUixj3,2,1,1.0,0,0.0,0.0,7.0,"The algorithm was ultimately developed by the owners of the coffee shop, and they are free to schedule employees as they see fit.  To the extent that the algorithm does not work properly, it could be adjusted as needed.",6,4,4,2,1,2,"If Chris has indicated availability during the time selected by the algorithm, he should be pleased that he's being scheduled according to his availability, and that there is sufficient business to warrant his work on that day.",6.0,"As indicated earlier, there are some very real considerations that went into the writing of the algorithm, such as determined availability of employees, and anticipated business on a given day.  If theer is a mismatch in either of these variables, and that mismatch can be determined to be consistent, than the algorithm can be adjusted.",3.0,50.0,2.0,6.0,1.0,Algorithms are mathematical equations designed to to make decisions based on the input of a number of variables.
4.5,R_2QKRlHIRD1v5F5G,3,3,3.0,the manager uses the algorithm to find scan through peoples resumes. he can change the algorithm to narrow down more specific criterea.,0.0,0.0,5.0,it is somewhat fair because the company is looking for certain criteria from people. but its also unfair because it doesnt give everyone an equal chance to prove themselves in an interview.,5,4,5,4,2,5,its hard to know what he is really feeling but if his resume does get approved im sure he will be happy,4.0,algorithms can always miss some very good canidates in my opinion,1.0,28.0,2.0,3.0,1.0,a computer based series of criteria that is searching for specific things. it can scan a lot of information very quickly and narrow down its searches.
5.166666666666667,R_3kijUXyN8t5i5Dg,1,3,3.0,"The manager adjusts the algorithm, and the algorithm analyzes the data to produce task assignments based on need for factory production.",0.0,0.0,6.0,"The algorithm uses historical data to assess the need for maintenance activities, and while the manager can adjust the rules, the algorithm will likely produce a fair task for Chris based on the data provided, as long as the manager does not enter false or biased data.",5,5,5,3,3,2,"Unless the manager is falsely adjusting the algorithm, Chris can rest easy that the assigned task is necessary for uninterrupted function of the factory equipment, and was chosen for the next task due to it's importance to continuous production.",6.0,"The algorithm will only analyze data available for analysis.  Provided the data is valid and accurate, one can trust the algorithm to produce quality decisions.",2.0,36.0,1.0,5.0,1.0,"They are, effectively, a program that accepts data, processes the data through a series of rules or calculations, and outputs data from the analysis."
3.1666666666666665,R_2ZBOuKCmCidchOm,4,4,3.0,The manager puts the algorithm in place. The algorithm reports results to the manager. The manager decides performance based on results.,0.0,0.0,4.0,People who call into customer service usually aren't happy. Taking subjective (perhaps unfair) coments from customers and putting them into an algorithm could develop a pattern but it's hard to say that it's indicitive of the Chris's performance. ,3,2,3,5,2,6,I'd be frustrated in a situation where a questionable algorithm is deciding how well I'm doing.,2.0,Subjective data in an objective algorithm doesn't leave me trusting it much.,1.0,27.0,2.0,3.0,1.0,Specific rules that are folowed in calculations.
