emotion,ID,task,decision maker,HitL mc,MC Human OR,mc error,reading check error,fairness,fairness_OR,happy,joyful,proud,disappointed,angry,frustrated,emotion_OR,trust,trust_OR,programming exp,age,gender,education,ethnicity,algorithm definition
4.0,R_3RmSfJd7Jo2qcen,4,4,3.0,"The algorithm and manager analyze the employee's performance, and the algorithm makes the final decision.",0.0,0.0,6.0,"The manager may be biased and the algorithm may not be exact, so the two may negate themselves.",4,4,4,4,4,4,Chris could feel anything in regards to the manager and algorithm.,4.0,I do not know much about the algorithm or its results.,2,28,1,4,1,Automatic computer programs that assess things based on certain parameters.
5.833333333333333,R_33dS4hyw5IQdnps,1,5,5.0,0,0.0,0.0,7.0,It was the managers job to assign the task and Chris was chosen. It seems fair that he chose Chris for the task.,5,3,6,1,1,1,I think that Chris would feel like a reliable employee whom the manager could trust with the task.,7.0,It takes a lot of trust To designate an important task to someone else.,1,36,2,5,1,0
4.833333333333333,R_1hLIYHd2pw3CJqf,2,2,3.0,The algorithm makes recommendations on which staff to place in which timeslot. The manager reviews the data and makes a decision based on it.,0.0,0.0,5.0,"The algorithm doesn't play favorites, and if the managed reviewed the results and came to this decision then he must have taken that advice into account.",4,4,3,2,2,2,I don't imagine Chris would feel strongly one way or the other since it was the result of the algorithm.,6.0,"The algorithm doesn't play favorites, merely operates on efficientcy so it is wise to follow the advice",1,32,1,4,1,A software system that makes calculations base don input data.
2.0,R_6AkNIRBB1Fct2Ap,4,1,1.0,0,0.0,0.0,2.0,I feel that only another person can evaluate a situation like this not a computer,2,2,2,6,6,6,Computers are not reliable so i think Chris would feel frustrated that this is how he is being evaluated,1.0,Computers can not be trusted for this type of evaluation,1,34,2,6,1,a computer system that is supposed to make evaluations following a certain code
3.5,R_2BhyDn5lyIMZlcN,3,2,3.0,The algorithm choose the top resumes for the manager to look over and possibly hire the people.,0.0,0.0,3.0,I do not think it is fair that a computer judges someone. The computer system is looking for certain things that a person can not pull out as information from reading something. ,4,4,4,5,5,5,I think he would have feelings that were not that good about a computer program sorting through remsumes. ,4.0,I only have some trust that the people who are choosen are the right people. I think that it was be better looked over by a human.,1,34,1,3,1,"I think they are used to cut down on time from, the computers can read and process information faster then a human."
4.666666666666667,R_3013fTYvllRa8Pg,2,3,3.0,"The algorithm created the schedules, and the manager had the final say in adjusting the algorithm's decisions.",0.0,0.0,6.0,"As long as Chris doesn't have anything preventing him from working mornings (which the manager would be able to override in the algorithm anyway), there is nothing wrong with the program scheduling him these shifts.",3,3,1,1,1,1,"I don't think Chris would experience any negative emotions from the algorithm's scheduling, but he might also not feel any positive emotions from being made to work mornings.",6.0,Algorithms that are programmed correctly are useful tools that should be trustworthy when used well.,1,27,1,3,1,Algorithm's are programs that use data and patterns to create predictions and interpretations.
2.8333333333333335,R_1fa3vVfr8EAlGpm,4,3,3.0,Manager can influence the algorithm with their input,0.0,0.0,3.0,If a person can influence an algorithm they are adding their subjective opinion and that can be really unfair.,3,3,3,5,5,6,If he knows that the manager has input he may think it will be unfair because the manager may not like him.,2.0,People always add their subjective opinion so it becomes unfair.,1,31,2,6,1,programs that are based on math to determine an outcome
3.0,R_3GwbfgyGbTWpPs3,3,1,1.0,0,0.0,0.0,6.0,The algorithm treats all applicants the same,3,2,3,4,5,5,Chris would feel annoyed an unhappy if he was passed over,5.0,"I believe that the algorithm will make choices to the best of its ability, though it is possible it was not designed to be the best",2,28,2,5,1,Processes that make decisions according to a set of variables
3.5,R_2dPWJZmEJ4VBlSH,3,5,5.0,0,0.0,0.0,4.0,"The manager could be biased in choosing applicants. However, he's ""allowed"" to do it.",3,3,3,4,4,4,"I doubt he'd be happy or thrilled with the process, but I can't see him really going one way or another on the other dimensions.",4.0,"It's his job, so I'm sure the manager knows how to do it somewhat.",2,29,2,3,1,0
3.3333333333333335,R_3I9sNpg4yXX5b2g,2,3,3.0,The algorithm tracks the customers and availability of the staff. The manager makes the decision as to what shift each worker will work based on the results of the algorithm.,0.0,0.0,3.0,I think that the ultimate decision for scheduling should come down to the manager's decision and not a math equation.,4,3,3,5,4,5,I think that if Chris was accustomed to a different shift that this might make him a little upset.,3.0,There are lots of other personal issues that should go into scheduling that is not accounted for in this algorithm.,1,29,2,5,1,Algorithms are processes that complete calculations typically done by a computer.
4.666666666666667,R_2R4bvlzwcFLZ8F7,2,1,1.0,0,0.0,0.0,6.0,"If an algorithm is used, there is no bias towards particular employees. ",5,4,4,4,2,3,"I don't know whether Chris is a morning guy, but it beats closing shift. ",5.0,Without knowing the algorithm it's hard to tell ,3,28,2,3,1,programs and equations that follow a decision tree to get the desired outcome
4.0,R_2Tq6dAQjnaljZXU,2,4,3.0,The manager analyzed employee availability while the algorithmn determined customer trafiic. ,0.0,0.0,6.0,Fairness has nothing to do with it. An employee works an assigned shift as instructed. ,4,4,4,4,4,4,"He is in no position to have ""feelings."" He does his shift or can get another job. ",1.0,A manager knows by experience when heavy customer traffic occurs and doesn't some computer making that determination. ,1,58,2,5,1,A bunch of pumped in stats that get spit out that cannot take into account the unforseen.
3.0,R_25SlSoH86NeA9ZI,2,2,3.0,the manager uses the algorithm to choose which workers work which shifts,0.0,0.0,5.0,It isn't decided by a human,3,3,2,5,4,5,he might like it depending on who he is but most likely won't,4.0,seems the most fair,2,26,2,3,2,a computerized way of calculating a task
4.0,R_WeLVmyKLH4Yttdv,3,3,3.0,The algorithm does the work and the manager makes sure it's working properly ,0.0,0.0,6.0,I think it's a good idea that saves time,4,4,4,4,4,4,It doesn't say he was approved or denied so who knows how he feels,6.0,It's easy and also it's being monitored ,2,27,1,5,1,It compiles the information and from that information picks what it thinks are the best candidates 
3.6666666666666665,R_3hFwdtkvjXxLwvE,2,2,3.0,The algorithm would suggest a time and the manager assigned it.,0.0,0.0,4.0,I'm not sure how Chris feels about it so I don't know whether its fair or unfair.,3,3,3,3,3,5,I feel like he would be frustrated because his schedule is basically randomly chosen,2.0,"The manager doesnt choose at all, its based on an algorithm",1,58,2,2,1,Data analyzed by a computer to determine the optimal outcome
1.6666666666666667,R_1kO1dnvF32WQSrn,4,3,3.0,The algorithm measures Chris' success whereas the manager controls the algorithm,0.0,0.0,3.0,The manager has all of the power to change it and can use it to be detrimental to Chris,1,1,1,6,5,6,Chris would probably not trust his manager and feel discouraged by the algorithm,2.0,I feel like the algorithm does not take bias into account. It can be too easily manipulated.,1,29,1,5,1,Algorithms are a program of sorts to test specific types of data to generate a response to the data
4.666666666666667,R_2uwCzLTwL86Q5d1,2,5,5.0,0,0.0,0.0,6.0,If he analyzes availability it seems fair,4,4,3,2,2,3,I just think he would have a neutral feeling ,5.0,That is why he has been put in the situation ,3,33,2,8,1,0
4.0,R_PHV3Bl9WhZ0xEgV,2,5,5.0,0,0.0,0.0,5.0,Hopefully the manager is doing whats best for all that is concerned.,4,4,4,4,4,4,I do not know anything about Chris,5.0,"Because I assume he , she,wants what is best for the business and the employees",1,53,1,2,1,0
4.333333333333333,R_6QKwk2UTnOubC0N,3,5,5.0,0,0.0,0.0,6.0,Someone needs to make the decisions and the manager is qualified to do it ,4,5,5,4,4,4,Chris shouls feel proud that the compant he is looking into cares about quality employees,6.0,Managers would want competent staff.,1,26,1,6,1,0
3.0,R_3NEdv6PVtf4Ozai,2,1,1.0,0,0.0,0.0,4.0,He's an employee. If that is the way mgmt wants to schedule it then that's how he'll get his assignment,3,2,2,4,4,5,I assume he wouldn't be happy that a computer creates the schedule without any human consideration,2.0,I prefer human interaction. This race to automate everything is getting slightly ridiculous,1,51,2,5,1,computer programs or rules that the computer uses to derive an answer to the question
4.5,R_24cp120UFdsDAaY,2,4,3.0,The manager analyzed the employees availability and the algorithm analyzed the number of customers at different times to determine the schedule.,0.0,0.0,6.0,It is using both its own information and the information from Chris' manager.,4,4,4,3,3,3,"He's scheduled to work, I doubt he'd be upset unless it didn't give him enough hours.",5.0,I believe in a machines ability to use logic.,1,31,1,4,1,A program that analyzes and gives answers based on specific criteria.
5.0,R_12o4WPgciSIsWDY,3,1,1.0,0,0.0,0.0,6.0,It is an objective process,4,4,1,1,1,1,There is nothing particular about this process that he should feel especially happy or sad,4.0,"I do not know what the criteria are, but as it is a machine it should process those calculations fairly accurately. However, I have experienced errors with computerized processes in the past.",1,40,2,3,4,A set of instructions a computer uses to complete a task.
4.833333333333333,R_1dagD4duUGxMm8q,1,4,3.0,The manager and the algorithm worked together to decide what Chris should repair.,0.0,0.0,4.0,"Chris has to repair things anyway, I don't think it matters to him how it is decided what he has to fix at any given time.",4,4,4,4,1,2,Chris would just do his job and not worry about how or why he has to do a certain thing at a certain time.,5.0,With input from the human manager and a well programmed algorithm I think it would do a good job.,2,40,1,2,1,Programmed computer scripts that run a series of factors against known things to arrive at a result.
2.0,R_27vPauIK8Y3GVk2,3,3,3.0,The algorithm would do everything for the manager in the hiring process and choose an average candidate for the manager to review and interview.,0.0,0.0,2.0,"If it is based on an algorithm, then it would always pick the average of the all the candidates rather than the most qualified.",2,2,2,6,6,6,I think it would upset Chris if he really wants the job because he might get passed up by someone who is underqualified.,3.0,I don't want to put my trust in an algorithm. I would rather put my trust in myself and making a decision based on my interpretation of someone's qualifications.,2,28,2,3,1,"They take the top numbers, qualifications, and the low numbers, then it takes the the average of the two to predict the average results."
5.166666666666667,R_1JRSChgoRIlqfOa,1,3,3.0,manager watches algorithm and if there is a problem with something he then delegates someone to address the problem,0.0,0.0,7.0,because they don't want a critical operation failure ,4,2,4,1,1,1,it's part of his job so he doesn't mind,5.0,I have trust that the manager knows what they are doing ,1,47,1,2,1,self-contained sequence of actions to be performed 
4.666666666666667,R_3EzoUPg7rnSAFXZ,2,4,3.0,they both have input on the descision ,0.0,0.0,5.0,it analyzes it well,5,4,4,3,3,3,he should be happy with the results,4.0,it should provide a good schedule,3,34,2,5,1,computer based logic
6.5,R_T5xMfrryz7ircgp,1,1,1.0,0,0.0,0.0,7.0,An algorithm is an automated system so it doesn't show any unfairness or bias,6,6,6,1,1,1,I think Chris would be proud and happy that he was chosen.,7.0,Because it is an automated logical system that won't be unfair,4,29,2,6,2,Algorithm is a logical flow of process in which the decision is the result of testing some condition
5.0,R_3oM9OYbnFxRjdYq,1,2,3.0,the manager seem to do the project and then then algorithm then checked the project,0.0,0.0,6.0,because that seems to be part of his job,5,5,5,3,3,3,because it seems to be part of Chris's job I don't know hwy he would be upset about it.,5.0,because that seems to be based on what the job is about. ,2,33,1,3,1,lower level people?
3.6666666666666665,R_3HpMuIBSUqByz0T,3,5,5.0,0,0.0,0.0,4.0,"The manager, or some representative of the company, should be able to decide on which of the qualified candidates may be a good fit for the company for the on-site interview, beyond the technical capacity to do the job.",4,4,4,5,4,5,"This should be a common practice. Chris should not be surprised. However, Chris may nonetheless feel frustrated or disappointed that the job was not made available directly.",6.0,"I trust that the manager of a successful company selects the best candidates for the company, according to their likely fit, to be interviewed.",3,39,2,5,1,0
5.5,R_eg6oxiFAiEriyBP,2,5,5.0,0,0.0,0.0,7.0,Because the manager takes into account employee availability meaning that Chris was probably willing to work during that time.,6,5,1,1,1,1,He probably feels happy with being able to work.,6.0,The fact that he takes into account employee availability makes me think he makes good scheduling decisions.,2,30,2,5,3,0
5.0,R_2uwvSVdTPipRI1e,1,2,3.0,the manager used the algorithm's step to make the decision about what to do then the manager assigned work based on what the algorithm indicated.,0.0,0.0,7.0,"It seems like a reasonable process for making decisions, I saw nothing about it that would be unfair",6,2,4,2,2,2,There would be no cause for negative responses from Chris,6.0,It seems to be a well designed algorithm.,2,46,2,5,1,a set of procedures and steps for coming to a decision
3.8333333333333335,R_AdPzWvVjKJjx8Yx,4,3,3.0,The algorithm watched the worker and reports to the manager. The manager analyzes the submitted report. ,0.0,0.0,3.0,It would be difficult for an algorithm to see the full situation,5,5,5,4,6,6,Being monitored by a machine seems unfair,2.0,Again this is a machine passing judgement on a person,1,38,2,3,4,It's a set program to provide a set result
3.6666666666666665,R_RXp2UeMpi7p1p9n,3,4,3.0,Algorithm decides who get hires. The manager interviews.,0.0,0.0,5.0,On site applicants are usually more enthusiastic. ,4,4,4,5,4,5,"I think Chris will be a little frustrated, but not too much.",4.0,"Algorithms are usually fair, but sometimes can be bias.",3,24,2,2,1,A math equation use to solve problems.
4.0,R_31XVu3rDssbyDnT,2,1,1.0,0,0.0,0.0,4.0,"He needs to work, it scheduled him, I don't know why that would need an explanation.",4,4,4,4,4,4,I don't think it would have any effect on anything,4.0,It will probably be good in most cases,2,42,2,5,1,Just ways that computers use information to give answers
4.166666666666667,R_2cpHVK9GUGFizFu,2,4,3.0,The manager would review and the algorithm would make decisions,0.0,0.0,4.0,"If that is being used to schedule all employees, he is being treated fairly.",5,4,4,4,4,4,I think he would be happy to work in the morning,3.0,I don't think it would take into account personal issue to dictate work schedule,2,45,1,5,1,Mathematical equations that solve issue and give direction
6.0,R_33e8a4eA1GT4Jzb,1,4,3.0,"The human's role was to oversee the production assembly, while the algorithm was concerned with the results of production.",0.0,0.0,6.0,"It takes both the manager and the algorithm's analyses into consideration, so it's a fair balance.",6,6,6,2,2,2,"I think he would be happy to work under such a fair, efficient, and effective work process.",6.0,"It has both human and computer input, so it synthesizes from the best of both areas.",2,26,2,5,1,They are equations based on a variety of elements interacting.
5.0,R_DUbdsM9Oskw8nUB,3,3,3.0,the algorithm is assisting the manager to make interview decsion,0.0,0.0,6.0,The alternative is human making all decision. This way at least we have some objectivity. ,5,4,6,5,2,2,"Well, he's picked a algorithm. That means his experience and skills didn't impressed any human beings.",6.0,"Usually, job has basic requirements. This way eliminates human emotion and biases",2,35,2,5,4,A preset criteria for a particular process
3.3333333333333335,R_3esoK8m2dw5KrvV,4,2,3.0,"The algorithm analyzes the contents and tones of the call with customers, the manager reviews the analysis and evaluates the performance of the employees",0.0,0.0,2.0,I don't think a computer can detect nuances in our language.,3,3,3,3,4,6,I think that chris will think a computer can't detect nuances in our language.,2.0,He's using a machine to do his work.,1,31,1,3,3,processes that computer follows to do its work
5.0,R_1k1e3vqlkGCzI7Y,2,2,3.0,The algorithm calculates which employees work the most/least. The manager then schedules employees accordingly.,0.0,0.0,6.0,"If the algorithm works as intended, Chris probably has the most availability for mornings. ",4,4,1,1,1,1,I think he should feel neutral. ,5.0,"If they are a good manager, they should follow the algorithm.",1,27,1,3,1,A calculation of averages of data
3.8333333333333335,R_3iWh8JceYW4WyhL,3,4,3.0,"The manager reviews personal statements of applicants, and the algorithm sorts through all resumes to select top applicants based on certain rules/criteria. ",0.0,0.0,5.0,"Chris presumably doesn't know the specific fields for which the algorithm is searching, so he could easily omit something on his resume that would make or break his application. However the process is still mostly fair. If he is qualified, in theory, he will be in the selected pool. And the manager serves as a ""sanity check"" to consider extenuating circumstances and other factors upon review.",3,2,5,4,2,5,"I think it would be frustrating for Chris to know that an algorithm is sifting through dozens of applicants and eliminating them based on unknown criteria. However if selected, Chris would likely feel quite proud to objectively possess the needed attributes. ",6.0,"An algorithm lacks emotion, so it will objectively select qualified candidates. However there are always special considerations, and the manager's review adds a balanced control check to ensure no talent is left out.",1,26,1,5,1,Algorithms are a set of rules or calculations that can categorize mass data.
5.833333333333333,R_2QsTZxb0arzAQpE,4,5,5.0,0,0.0,0.0,7.0,As the manager they should be able to evaluate all their worker's performances,4,4,6,1,1,1,I don't know that he wanted to be evaluated exactly but I'm assuming he did well so was proud.,5.0,Given that they're a manager I'm assuming they are trustworthy,1,31,1,3,1,0
2.8333333333333335,R_2X6iQByjALSKmsr,4,1,1.0,0,0.0,0.0,3.0,It's forcing a quantitative score on something that isn't an exact measurement,2,2,5,5,5,6,"He may feel people who don't understand his job are given the power to evaluate him. This could work for or against him, depending on whether people like him.",2.0,You can't measure this in numbers.,1,38,1,5,1,A complicated measurement of a series of points to produce one specific result.
4.0,R_u8l5zlE3aDoiiVH,1,2,3.0,The algorithm informed the manager of a component that could soon need maintenance and the human then delegated a task ,0.0,0.0,6.0,I dont really see any reason that this request would be considered unfair,4,4,4,4,4,4,I dont know how Chris feels because I dont have anything to base how difficult that job is or how often he asks Chris to do such work compared to others,5.0,I only have this one decision to base the question on and it appears he is using the algorithm properly  ,1,41,2,2,1,Analysis of data providing a likely result 
2.0,R_0UqjTiCy9qLLkY1,4,1,1.0,0,0.0,0.0,3.0,I feel that the machine will not pick up nusiances correctly. ,2,1,2,5,6,6,Chris will feel that his job is in jeopardy based on an algorithim ,2.0,I would not trust it since it can not factor in human emotion variables. ,1,41,2,5,3,A set of rules that are preset to test somethinhg out or measure productivity. 
3.5,R_3sAlzZ7skheRBKs,1,5,5.0,0,0.0,0.0,5.0,If the manager only analyzes the importance and breakdown history then I wouldn't expect him to perform the maintenance.,3,3,3,4,4,4,I don't know much about Chris.,3.0,He is the manager I expect he probably has skills to do his job.,1,38,2,4,1,0
6.333333333333333,R_2uVELN6zfGnjebp,1,3,3.0,The manager is in charge of monitoring the algorithm but the algorithm analyzes all the components in the factory and their performance in the past and then decides which employee is best suited to carry out any repairs,0.0,0.0,6.0,Its very fair because the algorithm decided that he's the best person for the job probably based on his skill set and the job that needed to get done,6,6,7,1,2,2,I imagine he'd be more honored than angered that he got chosen to get the job done,7.0,Machines very rarely make mistakes and they're more analytical than human beings,1,36,1,5,2,computer systems that calculate the risk factor and come up with the most cost efficient and fastest solution to an issue
2.0,R_24cmIvSTyswwOqu,3,2,3.0,The manager pick the top applicants for an interview based on the computers algorithm results ,0.0,0.0,3.0,COMPUTERS DO NOT LOOK AT OVER ALL MEANING AND PERSONALITY IT LOOKS FOR CERTAIN WORDS,2,2,2,6,6,6,COMPUTERS CAN'T DEPICT EMOTION,3.0,Only a person can see the value in a personal statement,1,51,1,3,1,it is a set of rules to be followed by a computer in selecting things 
4.166666666666667,R_DuySpe26C1vkaTD,3,3,3.0,manager controls and tweaks the algorithm which weeds through applicants,0.0,0.0,5.0,they make have key words that they are searching for in a resume that shows that the applicant is compatible weeds out the many who are not qualified,4,4,4,4,3,4,He shouldn't really feel anyway about it he didn't meet what they are looking for or he needs to tweak his resume,5.0,it hits on what they are looking for,1,37,1,4,2,programs set up to help select applicants
4.0,R_31EQSB3rVzzdZzk,2,4,3.0,The manager was not mentioned much but the algorithm was. The algorithm and manager both made the decisions.,0.0,0.0,7.0,Chris is hired to work at the best time for the coffee shop.,1,1,1,1,1,1,I think he would be glad to be working and will not feel any negative or positive feelings.,5.0,The computer can analyze data and know when customers are usually in the shop.,1,67,1,7,1,I think it is a sequence of actions to come to an answer.
6.5,R_2w0TAFif51OBrgg,1,5,1.0,0,1.0,0.0,7.0,I believe that it would be fair since he does his work and does what he is told to do.,5,7,6,1,1,1,He probably feels good about himself since he does what he is supposed to do.,7.0,He seems to get things done right away.,1,34,1,4,1,0
3.8333333333333335,R_CdZfwSWBeQjFAT7,3,4,3.0,the manager could make real choices but the computer just picks,0.0,0.0,4.0,because the choice should not be made in that manner,4,5,4,5,5,4,He is right to think the way he does.  Letting an algorithm choose is a bad idea.,1.0,"if its not a person, I dont trust it",2,39,2,6,1,a random way in which a computer picks its choices
4.166666666666667,R_2aE3iPBS8XpvvOk,4,4,3.0,The manager evaluates the employees based on their performance. The algorithm does its own analysis based on data it collects plus that of the managers.  ,0.0,0.0,6.0,Machines do not take sides.,4,4,2,3,3,3,"Since I know nothing about Chris other than their name ,and I do not know what the is the feedback was positive or not I based my answer on how I would feel. ",5.0,A lot of work and science went into developing the algorithm. That is worth a bit of trust.  ,1,54,2,6,1,A system of rule that form a process that when followed solve a problem. 
4.0,R_2z5ZCGdlbQsb8r1,3,2,3.0,Algorithm sorted top candidates. Manager selected from that pool.,0.0,0.0,6.0,It's just the process that they chose to use.,4,4,4,4,4,4,I'd need to know if Chris was selected or not to guess this.,5.0,I think he will do his best make a good hire since it would impact his team's results as long as the hire is with them.,1,32,2,5,1,They're a set of rules in a program to identify certain data.
4.0,R_3illAON2R1oYgos,3,2,3.0,The algorithm identified good people and the manager decided who to hire.,0.0,0.0,6.0,It seems like this algorithm is fair in processing all the applicants.,4,4,4,4,4,4,Did he get selected as a top prospect or not? That would make a big difference!,6.0,I think the algorithm would help the manager make a good decision by identifying a set of top candidates.,1,27,1,6,1,Programs that can help search through large sets of information.
3.0,R_33rKLPZQEZ3ybWY,4,2,3.0,The manager based his opinion and evaluation on the algorithm alone.,0.0,0.0,5.0,If the algorithm is an accurate tool it should be a large part of the evaluation process . ,3,2,3,5,4,5,The algorithm does not allow for any debate or interpretation so it would be frustrating.,3.0,The manager probably uses the algorithm to confirm his own opinion.,1,46,2,5,1,Algorithms are a computer function that cancan see patterns in things .
